review_text,subtheme_sentiments_pred
use   redact use 👍 issue happy simplicity service website good choice tyre offer include fitting appointment available local meprice competitive,"[('redact use', 'neutral')]"
communication order delay phone update,"[('communication order', 'neutral'), ('phone update', 'neutral')]"
delivery day late notify 5 pm delivery happen schedule day waste day work,"[('5 pm delivery', 'neutral'), ('5 pm', 'neutral')]"
good not tyre stock high price one instead thank redact,"[('good not tyre stock high price one', 'positive'), ('redact', 'neutral')]"
redact recommend   redact past year continue use future great value great service,"[('future great value', 'positive'), ('redact', 'neutral'), ('past year', 'neutral')]"
good value good communication,"[('good value good communication', 'positive')]"
easy cheap sort quickly,[]
website easy use like key car registration site tell tyre need different price quality choose,"[('website easy use', 'positive'), ('different price quality choose', 'neutral'), ('key car registration site', 'neutral'), ('tyre', 'neutral')]"
good price easy use website,"[('good price easy use website', 'positive')]"
good service great price,"[('good service great price', 'positive')]"
easy find require tyre vehicle self select fitting venue daytime course great price,"[('fitting venue daytime course', 'neutral'), ('daytime', 'neutral')]"
great tyre fitting experience,"[('great tyre fitting experience', 'positive')]"
work give good price,"[('work', 'neutral'), ('good price', 'positive')]"
vw polo gti great service price,"[('vw polo gti great', 'positive'), ('vw', 'neutral'), ('polo gti great service price', 'positive')]"
website easy use price competitive site plenty garage choose,"[('easy use price competitive site plenty garage', 'positive'), ('website', 'neutral')]"
brilliant service easy find right size great variety tire choose good usable information great price service future thank,"[('brilliant service', 'positive'), ('right size', 'neutral'), ('good usable information great price service future thank', 'positive'), ('great variety tire', 'positive')]"
tyre easy way excellent quality tyre fit home pour rain outside sit sofa coffee,"[('tyre easy way excellent quality tyre fit home pour rain', 'positive'), ('sit sofa coffee', 'neutral')]"
time redact supply fitting excellent,"[('time redact supply', 'neutral')]"
good quality price tyre fit local garage,"[('local garage', 'neutral'), ('good quality price tyre', 'positive')]"
happy fitment bc bar hill   richard thorough excellent job take car car check happy torque tyre pressure,"[('bc bar hill', 'neutral'), ('bar hill', 'neutral'), ('richard', 'neutral'), ('happy torque tyre pressure', 'positive'), ('thorough excellent job take car car', 'positive'), ('happy fitment', 'positive')]"
quick easy service great cost,"[('quick easy service great cost', 'positive'), ('quick easy service', 'positive')]"
experience easy 100 efficienti highly recommend redact hesitation,"[('redact hesitation', 'negative'), ('100', 'neutral'), ('experience', 'neutral'), ('100 efficienti', 'neutral')]"
trouble tyre wait promise fitting centre wheel courteous professional quick,"[('tyre', 'neutral'), ('trouble', 'negative')]"
time tyre fit try   sell alignment despite inform dealer alignment perfect stop sell up,"[('tyre fit', 'positive'), ('time tyre fit try   ', 'positive'), ('inform dealer alignment perfect stop', 'positive'), ('alignment', 'neutral')]"
good price tyre fitting process work,"[('good price tyre fitting process work', 'positive')]"
time redact replace tire car value service class fitter literally 5 minute drive home quickly efficiently,"[('tire car value service class fitter', 'positive'), ('time redact', 'neutral'), ('5 minute', 'neutral')]"
customer service team great problem tyre ats ashford guy protyre ashford quickly sympathetically thing right thank,"[('customer service team great problem tyre ats ashford guy protyre ashford', 'positive')]"
easy good value easy arrange choose appropriate good value tyre tyre deliver value garage time fit garage excellent,"[('easy arrange', 'positive'), ('value garage time fit garage', 'positive'), ('tyre tyre', 'neutral'), ('easy good value', 'positive'), ('appropriate good value', 'positive')]"
tyre fit plan time,"[('tyre fit plan time', 'positive')]"
tyre fit ok   damage wheel rim   worth hassle report,"[('ok   damage wheel rim   worth hassle report', 'neutral'), ('tyre', 'neutral')]"
easy use web site local at fit cener excellent serviceonly disappointment fuel efficiency grade set bring blavk circle get near previous mile gallon cost volunteer patient driver car,"[('previous mile gallon cost volunteer patient driver car', 'neutral'), ('fit cener', 'positive'), ('previous mile', 'neutral'), ('easy use web site', 'positive'), ('gallon', 'neutral'), ('circle', 'neutral'), ('blavk', 'neutral')]"
great quick service delivery time frame great service farnsfield auto centre attention detail coffee chat whilst tyre fittedwill use company,"[('company', 'neutral'), ('great quick service delivery time frame great service farnsfield auto centre attention detail coffee chat', 'positive'), ('tyre fittedwill', 'neutral')]"
redact time redact good selection tyre fair price offer fit near home selection work shop,"[('redact time', 'neutral'), ('home selection work shop', 'neutral'), ('good selection tyre fair price offer', 'positive')]"
fitter 3 hrs late cause end problem god tyre will buy,"[('3', 'neutral'), ('god tyre', 'positive'), ('fitter 3 hrs late cause end problem', 'negative')]"
tyre cheap local supplier fitting centre pick good job hassle ill use month winter tyre,"[('tyre cheap local supplier fitting centre', 'neutral'), ('month winter', 'neutral'), ('ill use month winter tyre', 'negative'), ('good job hassle', 'positive')]"
2 x bridgestone turanza reasonable price include fitting choose local garage fit 3 day quick service,"[('2 x bridgestone turanza reasonable price', 'neutral'), ('fitting choose local garage', 'neutral'), ('quick service', 'neutral'), ('2', 'neutral'), ('3 day', 'neutral')]"
competitive price competitive price time usually recommend redact star service time time mobile service time sure wheel balance perfectly week install go motorway steering vibrate 60 mph   take garage find imbalance leave expensive rectify require bit time worry,"[('redact star service time time mobile service time', 'neutral'), ('expensive rectify require', 'neutral'), ('garage find', 'neutral'), ('imbalance', 'neutral'), ('competitive price competitive price time', 'positive'), ('sure wheel balance', 'positive'), ('motorway steering vibrate', 'neutral'), ('week', 'neutral'), ('60 mph', 'neutral'), ('bit time worry', 'negative')]"
service great response mistake   problem tyre reorder give flash discount day reorder,"[('great response mistake   problem tyre reorder', 'neutral'), ('flash discount day reorder', 'neutral'), ('service', 'neutral')]"
check price fitting centre arrival ats fit find actually cheap direct call redacted customer service enquire price matching tell not cost £ 5 £ 10 problem £ 30 bit excessive definitely investigate price directly fitting centre,"[('£', 'neutral'), ('£ 5 £ 10 problem', 'negative'), ('ats', 'neutral'), ('price fitting centre arrival', 'neutral'), ('£ 5 £', 'neutral'), ('price directly fitting centre', 'neutral')]"
cheap quick easy professional recommend tyre cheap redact see process quick easy person come fit tyre friendly professional good round,"[('quick easy person', 'positive'), ('cheap quick easy professional recommend tyre cheap redact', 'positive')]"
tyre cheap see process quick easy person come fit tyre friendly professional,"[('quick easy person', 'positive'), ('tyre cheap see process', 'neutral')]"
order tyre arrange fitting get text day tell date change yes phone change fitting company,"[('day', 'neutral'), ('order tyre arrange fitting get text day', 'neutral'), ('order tyre', 'neutral'), ('phone change fitting company', 'neutral')]"
super service plenty quality tyre choose budget,"[('super service plenty quality tyre', 'positive'), ('budget', 'neutral')]"
great service arrangement organise quickly,"[('great service arrangement', 'positive')]"
